timestamp,wx,wy,wz
2026-03-29 14:24:34.959000000,-0.002978,0.048639,0.015195
2026-03-29 14:24:35.058000000,-0.00336,0.03436,0.014966
2026-03-29 14:24:35.156000000,-0.004734,-0.025197,-0.018402
2026-03-29 14:24:35.255000000,0.006108,0.006032,0.012293
2026-03-29 14:24:35.353000000,-0.002749,-0.021914,-0.009392
2026-03-29 14:24:35.451000000,0.003436,0.019013,0.005956
2026-03-29 14:24:35.550000000,-0.003971,-0.009392,-7.6e-05
2026-03-29 14:24:35.648000000,-0.0042,-0.00252,-0.003818
2026-03-29 14:24:35.747000000,0.001756,0.003665,0.007407
2026-03-29 14:24:35.845000000,0.002443,-0.015042,-0.006719
2026-03-29 14:24:35.944000000,-0.000687,-0.012522,-0.002749
2026-03-29 14:24:36.042000000,-0.001451,-0.000611,-0.002978
2026-03-29 14:24:36.140005127,-0.003512,0.032146,0.011148
2026-03-29 14:24:36.239000000,-0.004047,0.013133,0.004887
2026-03-29 14:24:36.337000000,0.000153,-0.011453,-0.005803
2026-03-29 14:24:36.436000000,0.00168,0.014889,0.005803
2026-03-29 14:24:36.534000000,0.002978,-0.020616,-0.012064
2026-03-29 14:24:36.632000000,0.003436,0.002978,0.011453
2026-03-29 14:24:36.731000000,-0.015118,-0.038789,-0.020387
2026-03-29 14:24:36.829000000,0.001603,-0.009926,0.004505
2026-03-29 14:24:36.928000000,-0.001145,-0.001833,-0.00084
2026-03-29 14:24:37.026000000,0.000534,-0.004581,-0.003741
2026-03-29 14:24:37.125000000,-0.001909,0.004963,0.003436
2026-03-29 14:24:37.223000000,0.001909,-0.003818,-0.000229
2026-03-29 14:24:37.321000000,-0.003131,-0.01382,-0.006338
2026-03-29 14:24:37.420000000,0.000534,0.004505,0.002825
2026-03-29 14:24:37.518000000,-0.002214,0.001374,0.001298
2026-03-29 14:24:37.617000000,-0.000534,-0.016798,-0.005421
2026-03-29 14:24:37.715000000,-0.002902,-0.006261,-0.001756
2026-03-29 14:24:37.814000000,-0.001603,0.017104,0.005498
2026-03-29 14:24:37.912000000,0.006643,-0.000229,-0.001527
2026-03-29 14:24:38.010000000,7.6e-05,-0.039171,-0.008476
2026-03-29 14:24:38.109000000,0.014126,0.100943,0.036727
2026-03-29 14:24:38.207000000,-0.021838,0.055587,-0.005116
2026-03-29 14:24:38.306000000,-0.023747,0.040621,0.029168
2026-03-29 14:24:38.404000000,0.002214,0.146832,0.055053
2026-03-29 14:24:38.502000000,0.004963,0.207459,0.160195
2026-03-29 14:24:38.601000000,-0.030161,0.380176,-0.010155
2026-03-29 14:24:38.699000000,-0.004047,0.049402,0.079334
2026-03-29 14:24:38.798000000,0.014355,0.092314,0.009774
2026-03-29 14:24:38.896000000,-0.0155,0.064597,-0.004505
2026-03-29 14:24:38.995000000,-0.008705,0.028481,-0.0197
2026-03-29 14:24:39.093000000,-0.024892,-0.242277,-0.135532
2026-03-29 14:24:39.191000000,-0.018096,-0.278088,-0.114076
2026-03-29 14:24:39.290000000,0.034742,-0.22105,0.082693
2026-03-29 14:24:39.388000000,-0.055129,-0.406672,-0.211582
2026-03-29 14:24:39.487000000,0.016569,0.167449,0.077425
2026-03-29 14:24:39.585000000,-0.002062,-0.017486,-0.02535
2026-03-29 14:24:39.684000000,0.002672,0.120184,0.054365
2026-03-29 14:24:39.782000000,-0.002062,0.090329,0.036804
2026-03-29 14:24:39.880000000,-0.00168,0.066048,0.085748
2026-03-29 14:24:39.979000000,-0.08842,-0.01634,-0.1253
2026-03-29 14:24:40.077000000,-0.014049,0.138891,0.186843
2026-03-29 14:24:40.176000000,-0.107433,0.023518,-0.025427
2026-03-29 14:24:40.274000000,0.016569,0.038865,-0.047188
2026-03-29 14:24:40.372000000,0.100866,-0.0943,0.080708
2026-03-29 14:24:40.471000000,-0.069942,-0.125605,-0.145
2026-03-29 14:24:40.569000000,-0.022678,-0.146451,-0.005879
2026-03-29 14:24:40.668000000,0.01321,0.087962,0.036574
2026-03-29 14:24:40.766000000,-0.004429,0.006872,0.010003
2026-03-29 14:24:40.865000000,-0.000458,-0.045126,0.030008
2026-03-29 14:24:40.963000000,-0.034742,-0.046653,-0.051769
2026-03-29 14:24:41.061000000,0.003054,0.056045,0.027641
2026-03-29 14:24:41.160000000,0.006108,0.019547,0.018402
2026-03-29 14:24:41.258000000,-0.005421,-0.038789,-0.015424
2026-03-29 14:24:41.357000000,0.004352,-0.005956,-0.006338
2026-03-29 14:24:41.455000000,-0.00084,0.030924,0.013744
2026-03-29 14:24:41.554000000,-0.000229,-0.023747,-0.010919
2026-03-29 14:24:41.652000000,-0.014279,-0.013897,-0.00901
2026-03-29 14:24:41.750000000,0.006796,0.012981,0.009315
2026-03-29 14:24:41.849000000,-0.002978,-0.003054,-0.004963
2026-03-29 14:24:41.947000000,0.002291,-0.011148,-0.0
2026-03-29 14:24:42.046000000,-0.002978,0.020387,0.009621
2026-03-29 14:24:42.144000000,0.002062,-0.011377,-0.007407
2026-03-29 14:24:42.242000000,-0.003436,0.007712,0.004887
2026-03-29 14:24:42.341000000,-0.017027,0.089031,-0.016493
2026-03-29 14:24:42.439000000,-0.028328,0.069331,-0.050548
2026-03-29 14:24:42.538000000,-0.01634,0.086282,-0.030619
2026-03-29 14:24:42.636000000,0.0155,0.083304,0.055816
2026-03-29 14:24:42.735000000,0.009392,0.06704,0.058641
2026-03-29 14:24:42.833000000,-0.001374,0.028023,0.013668
2026-03-29 14:24:42.931000000,-0.007559,-0.020082,-0.009926
2026-03-29 14:24:43.030000000,-0.007865,-0.07124,-0.01634
2026-03-29 14:24:43.128000000,0.004581,0.00985,-0.006796
2026-03-29 14:24:43.227000000,-0.003207,0.042912,0.005039
2026-03-29 14:24:43.325000000,0.009621,0.043217,0.039934
2026-03-29 14:24:43.423000000,-0.013286,-0.082006,-0.044974
2026-03-29 14:24:43.522000000,0.006567,-0.047493,0.023289
2026-03-29 14:24:43.620000000,0.008399,-0.058641,0.016722
2026-03-29 14:24:43.719000000,0.009239,-0.057725,0.028023
2026-03-29 14:24:43.817000000,0.008934,-0.082923,0.019776
2026-03-29 14:24:43.916000000,-0.003741,-0.011988,-0.019471
2026-03-29 14:24:44.014000000,0.003131,0.021532,0.013362
2026-03-29 14:24:44.112000000,-0.040087,-0.044897,-0.02703
2026-03-29 14:24:44.211000000,-0.04253,-0.056656,-0.025121
2026-03-29 14:24:44.309000000,0.039552,-0.032757,-0.034284
2026-03-29 14:24:44.407994873,0.016035,-0.010003,-0.004352
2026-03-29 14:24:44.506000000,0.000382,0.005269,0.001603
2026-03-29 14:24:44.605000000,0.000993,0.017867,0.012675
2026-03-29 14:24:44.703000000,-0.001298,-0.013973,-0.007865
2026-03-29 14:24:44.801000000,-0.003894,-0.004581,-0.002138
2026-03-29 14:24:44.900000000,0.00252,0.009621,0.004047
2026-03-29 14:24:44.998000000,-0.00336,-0.001222,-0.000229
2026-03-29 14:24:45.097000000,0.001833,-0.003818,-0.002138
2026-03-29 14:24:45.195000000,-0.007254,-0.042607,-0.028175
2026-03-29 14:24:45.293000000,-0.005727,-0.098423,-0.042836
2026-03-29 14:24:45.392000000,0.001374,0.057038,0.020998
2026-03-29 14:24:45.490000000,-0.002749,0.08025,0.007865
2026-03-29 14:24:45.589000000,0.014202,-0.030084,0.02955
2026-03-29 14:24:45.687000000,-0.015806,-0.113847,-0.070858
2026-03-29 14:24:45.786000000,0.008017,0.072996,0.038483
2026-03-29 14:24:45.884000000,-0.004123,0.041996,0.011377
2026-03-29 14:24:45.982000000,-0.002367,-0.101095,-0.044515
2026-03-29 14:24:46.081000000,-0.004505,0.027564,0.01153
2026-03-29 14:24:46.179000000,0.004047,0.054136,0.035505
2026-03-29 14:24:46.278000000,-0.010232,-0.075287,-0.041079
2026-03-29 14:24:46.376000000,0.000687,0.026648,0.015882
2026-03-29 14:24:46.475000000,0.000229,0.026114,0.012904
2026-03-29 14:24:46.573000000,-0.001527,-0.027564,-0.012599
2026-03-29 14:24:46.671000000,-0.001756,-0.011453,-0.008552
2026-03-29 14:24:46.770000000,-0.000382,0.00901,0.008323
2026-03-29 14:24:46.868000000,-0.007101,-0.012981,-0.008323
2026-03-29 14:24:46.967000000,0.003207,-0.005956,0.000153
2026-03-29 14:24:47.065000000,-0.005421,-0.022143,-0.012141
2026-03-29 14:24:47.163000000,0.001298,0.019089,0.007941
2026-03-29 14:24:47.262000000,-0.002596,0.004505,0.002291
2026-03-29 14:24:47.360000000,-0.000305,-0.023212,-0.006185
2026-03-29 14:24:47.459000000,-0.005574,-0.016417,-0.00985
2026-03-29 14:24:47.557000000,0.002214,0.03352,0.016646
2026-03-29 14:24:47.656000000,-0.001298,-0.026572,-0.012599
2026-03-29 14:24:47.754000000,-0.000534,-0.00084,0.001985
2026-03-29 14:24:47.852000000,0.002825,0.038407,0.016417
2026-03-29 14:24:47.951000000,-0.007407,-0.019089,-0.010995
2026-03-29 14:24:48.049000000,-0.000229,-0.020082,-0.002367
2026-03-29 14:24:48.148000000,-0.003971,-0.006261,0.000305
2026-03-29 14:24:48.246000000,-0.003589,0.012828,0.000534
2026-03-29 14:24:48.345000000,0.001909,0.00565,0.004352
2026-03-29 14:24:48.443000000,-0.004352,-0.015424,-0.008552
2026-03-29 14:24:48.541000000,-0.000458,-0.002596,-0.001756
2026-03-29 14:24:48.640000000,-0.001603,-0.0042,-0.00168
2026-03-29 14:24:48.738000000,0.000611,0.006338,0.003207
2026-03-29 14:24:48.837000000,-0.002062,-0.009774,-0.003207
2026-03-29 14:24:48.935000000,-0.001145,-0.003512,-0.001374
2026-03-29 14:24:49.032994873,-0.000153,0.026037,0.011377
2026-03-29 14:24:49.132000000,0.001145,-0.002825,0.004276
2026-03-29 14:24:49.230000000,-0.005116,-0.03123,-0.017104
2026-03-29 14:24:49.329000000,-0.001145,0.026114,0.012064
2026-03-29 14:24:49.427000000,-0.00336,-0.015118,-0.005727
2026-03-29 14:24:49.526000000,-0.000534,-0.011912,-0.0042
2026-03-29 14:24:49.624000000,-0.000687,0.005498,0.004047
2026-03-29 14:24:49.722000000,-0.001374,-0.004887,-0.002596
2026-03-29 14:24:49.821000000,-0.000534,0.00565,0.002214
2026-03-29 14:24:49.919000000,0.000382,-0.009697,-0.006719
2026-03-29 14:24:50.018000000,-0.001298,0.000153,0.002443
2026-03-29 14:24:50.116000000,-0.00084,0.017867,0.007636
2026-03-29 14:24:50.215000000,-0.001451,-0.01153,-0.003589
2026-03-29 14:24:50.313000000,-0.002443,-0.021761,-0.011224
2026-03-29 14:24:50.411000000,-0.001756,-0.005727,-0.001374
2026-03-29 14:24:50.510000000,-0.001374,0.000916,0.002214
2026-03-29 14:24:50.608000000,-0.001756,0.003741,-0.001298
2026-03-29 14:24:50.707000000,-0.001985,-0.012141,-0.002214
2026-03-29 14:24:50.805000000,0.000305,0.012981,0.008094
2026-03-29 14:24:50.903000000,-0.001451,-0.007941,-0.005269
2026-03-29 14:24:51.002000000,-0.004658,-0.020005,-0.01069
2026-03-29 14:24:51.100000000,-7.6e-05,0.030542,0.014966
2026-03-29 14:24:51.199000000,-0.001298,-0.026114,-0.011682
2026-03-29 14:24:51.297000000,-0.002443,-0.02222,-0.014202
2026-03-29 14:24:51.396000000,0.000687,0.013744,0.011148
2026-03-29 14:24:51.494000000,0.004047,0.020311,0.010613
2026-03-29 14:24:51.592000000,-0.0042,-0.050777,-0.020692
2026-03-29 14:24:51.691000000,-0.001222,-0.00901,-0.006338
2026-03-29 14:24:51.789000000,-0.01237,0.064521,0.037643
2026-03-29 14:24:51.888000000,-0.011148,0.059863,-0.036727
2026-03-29 14:24:51.986000000,-0.000382,0.027564,0.008323
2026-03-29 14:24:52.085000000,0.011072,-0.054213,0.011072
2026-03-29 14:24:52.183000000,0.000993,-0.106822,-0.0155
2026-03-29 14:24:52.281000000,0.000153,0.015958,-0.002062
2026-03-29 14:24:52.380000000,-0.00252,0.074982,0.010308
2026-03-29 14:24:52.478000000,-0.003741,-0.002978,-0.003971
2026-03-29 14:24:52.577000000,0.000687,-0.07376,-0.010919
2026-03-29 14:24:52.675000000,-0.000916,-0.038102,-0.010843
2026-03-29 14:24:52.773000000,-0.0,0.075592,0.03352
2026-03-29 14:24:52.872000000,-0.00084,0.001527,0.001756
2026-03-29 14:24:52.970000000,-0.005574,-0.066659,-0.028328
2026-03-29 14:24:53.069000000,0.002367,0.00901,0.007177
2026-03-29 14:24:53.167000000,0.000382,0.040927,0.016875
2026-03-29 14:24:53.266000000,-0.002062,-0.029168,-0.010308
2026-03-29 14:24:53.364000000,-0.004429,-0.028786,-0.017944
2026-03-29 14:24:53.462000000,0.001603,0.038789,0.021914
2026-03-29 14:24:53.561000000,-0.002978,-0.011072,-0.006108
2026-03-29 14:24:53.659000000,-0.001756,-0.02703,-0.011224
2026-03-29 14:24:53.758000000,-0.000305,0.013744,0.005192
2026-03-29 14:24:53.856000000,-0.000305,0.010308,0.006185
2026-03-29 14:24:53.954000000,-0.002978,-0.025961,-0.011835
2026-03-29 14:24:54.053000000,-0.000764,0.003283,0.000382
2026-03-29 14:24:54.151000000,0.000305,0.012064,0.006872
2026-03-29 14:24:54.250000000,-0.001909,-0.015042,-0.006948
2026-03-29 14:24:54.348000000,-0.001374,-0.007025,-0.002978
2026-03-29 14:24:54.447000000,-0.001298,0.008934,0.002443
2026-03-29 14:24:54.545000000,-0.001145,-0.006872,-0.001374
2026-03-29 14:24:54.643000000,-0.002902,-0.010384,-0.006185
2026-03-29 14:24:54.742000000,-0.000611,0.007941,0.004963
2026-03-29 14:24:54.840000000,-0.001909,-0.005956,-0.003283
2026-03-29 14:24:54.939000000,-0.001145,-0.006872,-0.002062
2026-03-29 14:24:55.037000000,-0.002672,0.000382,-0.001374
2026-03-29 14:24:55.136000000,-0.000764,0.001374,0.003436
2026-03-29 14:24:55.234000000,-0.002749,-0.01153,-0.007483
2026-03-29 14:24:55.332000000,-0.000611,0.003131,0.002749
2026-03-29 14:24:55.431000000,-0.00252,-0.002902,-0.002978
2026-03-29 14:24:55.529000000,-0.001298,-0.004047,-0.000153
2026-03-29 14:24:55.628000000,-0.002062,-0.005192,-0.003283
2026-03-29 14:24:55.726000000,-0.000916,0.004352,0.004047
2026-03-29 14:24:55.824000000,-0.001909,-0.008781,-0.00733
2026-03-29 14:24:55.923000000,-0.001451,0.000764,0.001603
2026-03-29 14:24:56.021000000,-0.002367,-0.002672,-0.003283
2026-03-29 14:24:56.120000000,-0.000534,-0.000916,0.001603
2026-03-29 14:24:56.218000000,-0.002367,-0.005956,-0.004505
2026-03-29 14:24:56.317000000,-0.000916,0.001985,0.002596
2026-03-29 14:24:56.415000000,-0.002062,-0.007865,-0.003589
2026-03-29 14:24:56.513000000,-0.000764,-0.000534,-7.6e-05
2026-03-29 14:24:56.612000000,-0.001756,-0.002443,-0.001451
2026-03-29 14:24:56.710000000,-0.001222,-0.000534,0.000534
2026-03-29 14:24:56.809000000,-0.001833,-0.006185,-0.003283
2026-03-29 14:24:56.907000000,-0.001222,0.000458,0.000382
2026-03-29 14:24:57.006000000,-0.002062,-0.003512,-0.001985
2026-03-29 14:24:57.104000000,-0.001222,-0.002978,-0.000305
2026-03-29 14:24:57.202000000,-0.001298,-0.002825,-0.001069
2026-03-29 14:24:57.301000000,-0.001145,-0.001145,-0.000534
2026-03-29 14:24:57.399000000,-0.001145,-0.003436,-0.002367
2026-03-29 14:24:57.498000000,-0.001145,-0.000993,-0.000229
2026-03-29 14:24:57.596000000,-0.000687,-0.002672,-0.001451
2026-03-29 14:24:57.694000000,-0.001145,-0.00252,-0.00084
2026-03-29 14:24:57.793000000,-0.001374,-0.002749,0.000687
2026-03-29 14:24:57.891000000,-0.002138,-0.002902,-0.00168
2026-03-29 14:24:57.990000000,-0.001145,-0.003131,-0.00084
2026-03-29 14:24:58.088005127,-0.001222,-0.001833,-0.002367
2026-03-29 14:24:58.187000000,-0.001527,-0.002138,0.000153
2026-03-29 14:24:58.285000000,-0.001909,-0.004123,-0.002978
2026-03-29 14:24:58.383000000,-0.001298,-0.001985,0.000153
2026-03-29 14:24:58.482000000,-0.001451,-0.002978,-0.002062
2026-03-29 14:24:58.580000000,-0.001069,-0.002291,-0.000382
2026-03-29 14:24:58.679000000,-0.001909,-0.004047,-0.001603
2026-03-29 14:24:58.777000000,-0.00084,-0.00084,-7.6e-05
2026-03-29 14:24:58.875000000,-0.002291,-0.00481,-0.002978
2026-03-29 14:24:58.974000000,-0.001145,-0.001451,0.000153
2026-03-29 14:24:59.072000000,-0.001527,-0.003589,-0.002062
2026-03-29 14:24:59.171000000,-0.000916,-0.001298,-7.6e-05
2026-03-29 14:24:59.269000000,-0.001451,-0.004734,-0.001451
2026-03-29 14:24:59.368000000,-0.001527,-0.001069,0.000305
2026-03-29 14:24:59.466000000,-0.000993,-0.003512,-0.001603
2026-03-29 14:24:59.564000000,-0.001833,-0.002367,0.00084
2026-03-29 14:24:59.663000000,-0.001451,-0.004047,-0.001222
2026-03-29 14:24:59.761000000,-0.001374,-0.000764,-0.000611
2026-03-29 14:24:59.860000000,-0.001374,-0.003818,-0.002672
2026-03-29 14:24:59.958000000,-0.00084,-0.00168,-0.000458
2026-03-29 14:25:00.057000000,-0.001985,-0.003818,-0.001833
2026-03-29 14:25:00.155000000,-0.001298,-0.001909,-0.000916
2026-03-29 14:25:00.253000000,-0.001527,-0.00336,-0.002825
2026-03-29 14:25:00.352000000,-0.001298,-0.001069,0.000382
2026-03-29 14:25:00.450000000,-0.00084,-0.003436,-0.002138
2026-03-29 14:25:00.549000000,-0.001833,-0.001985,-0.000229
2026-03-29 14:25:00.647000000,-0.001603,-0.003512,-0.001451
2026-03-29 14:25:00.745000000,-0.001222,-0.00252,-0.000305
2026-03-29 14:25:00.844000000,-0.001145,-0.003971,-0.001451
2026-03-29 14:25:00.942000000,-0.001451,-0.002367,7.6e-05
2026-03-29 14:25:01.041000000,-0.001374,-0.003512,-0.003207
2026-03-29 14:25:01.139000000,-0.001222,-0.001909,0.000229
2026-03-29 14:25:01.238000000,-0.001374,-0.002978,-0.002367
2026-03-29 14:25:01.336000000,-0.001451,-0.001603,-0.000458
2026-03-29 14:25:01.434000000,-0.002138,-0.003054,-0.001222
2026-03-29 14:25:01.533000000,-0.001222,-0.002291,-0.000611
2026-03-29 14:25:01.631000000,-0.001603,-0.002672,-0.00168
2026-03-29 14:25:01.730000000,-0.001603,-0.002214,-0.000611
2026-03-29 14:25:01.828000000,-0.001145,-0.003665,-0.00168
2026-03-29 14:25:01.926000000,-0.001527,-0.002291,-0.000229
2026-03-29 14:25:02.025000000,-0.002291,-0.003436,-0.001145
2026-03-29 14:25:02.123000000,-0.001756,-0.002443,-0.000382
2026-03-29 14:25:02.222000000,-0.001527,-0.002596,-0.001527
2026-03-29 14:25:02.320000000,-0.001374,-0.002443,-0.001145
2026-03-29 14:25:02.419000000,-0.001451,-0.003131,-0.000382
2026-03-29 14:25:02.517000000,-0.001222,-0.002825,-0.001069
2026-03-29 14:25:02.615000000,-0.001069,-0.002291,-0.000611
2026-03-29 14:25:02.714000000,-0.00168,-0.002596,-0.002672
2026-03-29 14:25:02.812000000,-0.001833,-0.002443,-0.001374
2026-03-29 14:25:02.911000000,-0.002367,-0.001451,-0.001985
2026-03-29 14:25:03.009000000,-0.001985,-0.002596,-0.000993
2026-03-29 14:25:03.108000000,-0.001833,-0.002138,0.000458
2026-03-29 14:25:03.206000000,-0.001069,-0.002443,-0.000916
2026-03-29 14:25:03.304000000,-0.00168,-0.003283,-0.001222
2026-03-29 14:25:03.403000000,-0.001527,-0.002672,-0.000916
2026-03-29 14:25:03.501000000,-0.002062,-0.003818,-0.000229
2026-03-29 14:25:03.600005127,-0.001985,-0.002062,-0.001451
2026-03-29 14:25:03.698000000,-0.001451,-0.002978,-0.001756
2026-03-29 14:25:03.796000000,-0.001222,-0.001833,0.000382
2026-03-29 14:25:03.895000000,-0.00084,-0.003131,-0.000993
2026-03-29 14:25:03.993000000,-0.001451,-0.001756,-0.000687
2026-03-29 14:25:04.092000000,-0.001833,-0.002825,-0.001833
2026-03-29 14:25:04.190000000,-0.001145,-0.002291,-0.001374
2026-03-29 14:25:04.289000000,-0.00168,-0.002596,-0.000611
2026-03-29 14:25:04.387000000,-0.000993,-0.001298,-0.000229
2026-03-29 14:25:04.485000000,-0.002291,-0.003665,-0.000229
2026-03-29 14:25:04.584000000,-0.001985,-0.002902,-0.000458
2026-03-29 14:25:04.681994873,-0.001451,-0.003207,-0.000229
2026-03-29 14:25:04.781000000,-0.002291,-0.002596,-0.000534
2026-03-29 14:25:04.879000000,-0.001833,-0.002596,-0.00252
2026-03-29 14:25:04.977000000,-0.001756,-0.001985,-0.000687
2026-03-29 14:25:05.076000000,-0.001985,-0.0042,-0.000305
2026-03-29 14:25:05.174000000,-0.001374,-0.002062,0.000534
2026-03-29 14:25:05.273000000,-0.001603,-0.002902,-0.000764
2026-03-29 14:25:05.371000000,-0.001756,-0.002443,7.6e-05
2026-03-29 14:25:05.470000000,-0.001451,-0.002291,-0.002062
2026-03-29 14:25:05.568000000,-0.001451,-0.00168,-0.000687
2026-03-29 14:25:05.666000000,-0.001833,-0.002902,-0.000916
2026-03-29 14:25:05.765000000,-0.001298,-0.002291,-0.000916
2026-03-29 14:25:05.863000000,-0.00084,-0.00252,-0.001222
2026-03-29 14:25:05.962000000,-0.001451,-0.001756,-0.000611
2026-03-29 14:25:06.060000000,-0.001298,-0.003818,-0.001909
2026-03-29 14:25:06.159000000,-0.000916,-0.002443,-0.000229
2026-03-29 14:25:06.257000000,-0.001222,-0.003512,-0.000764
2026-03-29 14:25:06.355000000,-0.001069,-0.002214,-0.001527
2026-03-29 14:25:06.454000000,-0.001527,-0.002672,-0.001298
2026-03-29 14:25:06.552000000,-0.00168,-0.002902,0.000382
2026-03-29 14:25:06.651000000,-0.001451,-0.003131,-0.000916
2026-03-29 14:25:06.749000000,-0.00168,-0.002367,7.6e-05
2026-03-29 14:25:06.847000000,-0.002443,-0.002902,-0.00084
2026-03-29 14:25:06.946000000,-0.00084,-0.002596,-0.001145
2026-03-29 14:25:07.044000000,-0.000534,-0.003207,-0.000534
2026-03-29 14:25:07.143000000,-0.001145,-0.002443,-7.6e-05
2026-03-29 14:25:07.241000000,-0.001069,-0.002978,-0.000305
2026-03-29 14:25:07.340000000,-0.001756,-0.003054,-0.000153
2026-03-29 14:25:07.438000000,-0.001374,-0.002825,0.000687
2026-03-29 14:25:07.536000000,-0.001527,-0.002902,-0.000382
2026-03-29 14:25:07.635000000,-0.001833,-0.003054,-0.000305
2026-03-29 14:25:07.733000000,-0.000764,-0.002214,-0.001756
2026-03-29 14:25:07.832000000,-0.001451,-0.002443,-7.6e-05
2026-03-29 14:25:07.930000000,-0.001451,-0.002062,-0.001069
2026-03-29 14:25:08.028000000,-0.001374,-0.003818,0.000229
2026-03-29 14:25:08.127000000,-0.001833,-0.002825,-0.001985
2026-03-29 14:25:08.225000000,-0.001145,-0.003054,-0.00084
2026-03-29 14:25:08.324000000,-0.001756,-0.002672,-0.000534
2026-03-29 14:25:08.422000000,-0.000916,-0.002367,-0.00084
2026-03-29 14:25:08.521000000,-0.001833,-0.003131,-0.001298
