timestamp,azimuth,pitch,roll
2026-03-29 14:24:39.852000000,-120.119764,-33.467565,-17.567223
2026-03-29 14:24:39.950000000,-119.91576,-33.446709,-17.305903
2026-03-29 14:24:40.048000000,-119.281563,-33.461063,-16.923378
2026-03-29 14:24:40.147000000,-118.512511,-33.624352,-17.199263
2026-03-29 14:24:40.245000000,-118.497471,-33.187131,-16.69116
2026-03-29 14:24:40.344000000,-117.273761,-33.978132,-16.584152
2026-03-29 14:24:40.442000000,-119.296357,-33.113088,-16.841845
2026-03-29 14:24:40.541000000,-119.186801,-32.734443,-17.640915
2026-03-29 14:24:40.639000000,-118.921066,-32.586146,-17.928113
2026-03-29 14:24:40.737000000,-117.837565,-32.34072,-17.519282
2026-03-29 14:24:40.836000000,-116.898565,-32.420705,-17.557281
2026-03-29 14:24:40.934000000,-115.95649,-32.750805,-17.913967
2026-03-29 14:24:41.033000000,-115.933964,-32.605708,-17.86507
2026-03-29 14:24:41.131000000,-115.061503,-32.650063,-17.833566
2026-03-29 14:24:41.229000000,-114.243841,-32.780888,-17.819518
2026-03-29 14:24:41.328000000,-113.93011,-32.64602,-17.868868
2026-03-29 14:24:41.426000000,-108.67723,-32.711419,-17.86965
2026-03-29 14:24:41.525000000,-107.01397,-32.669778,-17.82161
2026-03-29 14:24:41.623000000,-106.714561,-32.669392,-17.842379
2026-03-29 14:24:41.722000000,-106.618488,-32.715223,-17.844846
2026-03-29 14:24:41.820000000,-106.766157,-32.645412,-17.985444
2026-03-29 14:24:41.918000000,-106.840285,-32.609751,-17.969048
2026-03-29 14:24:42.017000000,-106.848406,-32.605404,-17.814305
2026-03-29 14:24:42.115000000,-106.828011,-32.615229,-17.845172
2026-03-29 14:24:42.214000000,-106.735981,-32.659246,-17.860308
2026-03-29 14:24:42.312000000,-106.895937,-32.582724,-17.529155
2026-03-29 14:24:42.411000000,-106.741998,-32.655346,-17.458768
2026-03-29 14:24:42.509000000,-106.108717,-32.848077,-17.94942
2026-03-29 14:24:42.607000000,-105.832217,-32.759237,-17.319229
2026-03-29 14:24:42.706000000,-106.239365,-32.662344,-16.854197
2026-03-29 14:24:42.804000000,-106.369125,-32.607542,-16.562358
2026-03-29 14:24:42.903000000,-106.603475,-32.574466,-16.394787
2026-03-29 14:24:43.001000000,-107.119783,-32.61263,-15.831583
2026-03-29 14:24:43.099000000,-107.351442,-32.513179,-15.524392
2026-03-29 14:24:43.198000000,-107.780406,-32.540828,-15.138539
2026-03-29 14:24:43.296000000,-107.912153,-32.525053,-15.098227
2026-03-29 14:24:43.395000000,-108.091767,-32.456635,-15.014023
2026-03-29 14:24:43.493000000,-108.510218,-32.43164,-15.139872
2026-03-29 14:24:43.592000000,-108.691928,-32.420869,-15.40055
2026-03-29 14:24:43.690000000,-109.316713,-32.488123,-15.799027
2026-03-29 14:24:43.788000000,-109.491491,-32.50136,-16.151987
2026-03-29 14:24:43.887000000,-109.956197,-32.511519,-16.639411
2026-03-29 14:24:43.985000000,-110.017866,-32.518975,-16.858896
2026-03-29 14:24:44.084000000,-110.544071,-32.493621,-17.598877
2026-03-29 14:24:44.182000000,-111.027204,-32.493884,-17.769707
2026-03-29 14:24:44.281000000,-111.332159,-32.274061,-17.302718
2026-03-29 14:24:44.379000000,-111.314264,-32.305856,-17.261703
2026-03-29 14:24:44.477000000,-112.009427,-32.478786,-17.371659
2026-03-29 14:24:44.576000000,-112.278434,-32.497374,-17.515342
2026-03-29 14:24:44.674000000,-111.91295,-32.562025,-17.786658
2026-03-29 14:24:44.773000000,-111.876641,-32.539612,-17.61284
2026-03-29 14:24:44.871000000,-111.350996,-32.553962,-17.301868
2026-03-29 14:24:44.969000000,-113.103862,-32.501192,-17.38285
2026-03-29 14:24:45.068000000,-115.292022,-32.525166,-17.522003
2026-03-29 14:24:45.166000000,-115.396401,-32.511356,-17.29094
2026-03-29 14:24:45.265000000,-115.412712,-32.527905,-17.133186
2026-03-29 14:24:45.363000000,-115.011329,-32.5902,-17.412451
2026-03-29 14:24:45.462000000,-115.525301,-32.53898,-17.05202
2026-03-29 14:24:45.560000000,-115.998564,-32.498908,-16.802921
2026-03-29 14:24:45.658000000,-115.712612,-32.470829,-16.787157
2026-03-29 14:24:45.757000000,-115.469457,-32.544591,-17.038269
2026-03-29 14:24:45.855000000,-115.463528,-32.500335,-16.985137
2026-03-29 14:24:45.954000000,-115.695878,-32.495889,-16.922603
2026-03-29 14:24:46.052000000,-115.74052,-32.523718,-17.095509
2026-03-29 14:24:46.150000000,-115.841934,-32.458855,-17.058642
2026-03-29 14:24:46.249000000,-115.985669,-32.460375,-17.035033
2026-03-29 14:24:46.347000000,-115.88364,-32.476559,-17.143237
2026-03-29 14:24:46.446000000,-116.104678,-32.465945,-17.071588
2026-03-29 14:24:46.544000000,-115.909553,-32.471898,-17.086207
2026-03-29 14:24:46.643000000,-115.852794,-32.455713,-17.143672
2026-03-29 14:24:46.741000000,-116.034723,-32.44818,-17.178115
2026-03-29 14:24:46.839000000,-113.778452,-32.446083,-17.180327
2026-03-29 14:24:46.938000000,-113.987852,-32.460337,-17.242094
2026-03-29 14:24:47.036000000,-114.3708,-32.593461,-17.151694
2026-03-29 14:24:47.135000000,-114.602993,-32.470569,-17.266435
2026-03-29 14:24:47.233000000,-114.661446,-32.445673,-17.250046
2026-03-29 14:24:47.332000000,-114.402704,-32.515884,-17.627337
2026-03-29 14:24:47.430000000,-114.422867,-32.529828,-17.449036
2026-03-29 14:24:47.528000000,-114.442108,-32.530268,-17.378127
2026-03-29 14:24:47.627000000,-114.382132,-32.550691,-17.43476
2026-03-29 14:24:47.725000000,-114.422259,-32.490312,-17.75341
2026-03-29 14:24:47.824000000,-114.653563,-32.442804,-17.297391
2026-03-29 14:24:47.922000000,-114.340912,-32.558737,-17.520344
2026-03-29 14:24:48.020005127,-114.223542,-32.582997,-17.761017
2026-03-29 14:24:48.119000000,-114.500458,-32.512483,-17.308384
2026-03-29 14:24:48.217000000,-114.408189,-32.544642,-17.388671
2026-03-29 14:24:48.316000000,-114.328043,-32.556886,-17.581037
2026-03-29 14:24:48.414000000,-114.301754,-32.557797,-17.669781
2026-03-29 14:24:48.513000000,-114.375063,-32.549202,-17.471262
2026-03-29 14:24:48.611000000,-114.432436,-32.526454,-17.440832
2026-03-29 14:24:48.709000000,-114.294255,-32.560359,-17.677308
2026-03-29 14:24:48.808000000,-114.417423,-32.537877,-17.407301
2026-03-29 14:24:48.906000000,-114.24576,-32.564119,-17.827852
2026-03-29 14:24:49.005000000,-114.438078,-32.52559,-17.427509
2026-03-29 14:24:49.103000000,-114.312464,-32.554819,-17.653778
2026-03-29 14:24:49.202000000,-114.196105,-32.598376,-17.741246
2026-03-29 14:24:49.300000000,-114.385847,-32.548174,-17.440769
2026-03-29 14:24:49.398000000,-114.481941,-32.513551,-17.364537
2026-03-29 14:24:49.497000000,-114.351307,-32.517503,-17.802441
2026-03-29 14:24:49.595000000,-114.479578,-32.51292,-17.377451
2026-03-29 14:24:49.694000000,-114.320189,-32.579661,-17.433728
2026-03-29 14:24:49.792000000,-114.333876,-32.557753,-17.553263
2026-03-29 14:24:49.890000000,-114.400737,-32.536689,-17.475346
2026-03-29 14:24:49.989000000,-114.467181,-32.495967,-17.54861
2026-03-29 14:24:50.087000000,-114.466246,-32.517837,-17.387093
2026-03-29 14:24:50.186000000,-114.324594,-32.563497,-17.542388
2026-03-29 14:24:50.284000000,-114.31844,-32.565054,-17.552568
2026-03-29 14:24:50.383000000,-114.456731,-32.528882,-17.337535
2026-03-29 14:24:50.481000000,-114.425333,-32.524422,-17.481326
2026-03-29 14:24:50.579000000,-114.315824,-32.5717,-17.510653
2026-03-29 14:24:50.678000000,-114.182178,-32.618245,-17.635139
2026-03-29 14:24:50.775994873,-114.374516,-32.5284,-17.632883
2026-03-29 14:24:50.875000000,-114.510539,-32.498013,-17.381109
2026-03-29 14:24:50.973000000,-114.365029,-32.522376,-17.714019
2026-03-29 14:24:51.072000000,-114.562613,-32.48093,-17.328096
2026-03-29 14:24:51.170000000,-114.434943,-32.507958,-17.572239
2026-03-29 14:24:51.268000000,-114.194568,-32.59092,-17.806616
2026-03-29 14:24:51.367000000,-114.422908,-32.551336,-17.286942
2026-03-29 14:24:51.465000000,-114.429369,-32.525733,-17.457041
2026-03-29 14:24:51.564000000,-114.290833,-32.546811,-17.796514
2026-03-29 14:24:51.662000000,-114.183612,-32.609167,-17.701999
2026-03-29 14:24:51.760000000,-114.383027,-32.589035,-17.142737
2026-03-29 14:24:51.859000000,-114.370117,-32.598423,-17.116968
2026-03-29 14:24:51.957000000,-114.355617,-32.568343,-16.673924
2026-03-29 14:24:52.056000000,-114.297321,-32.518773,-16.502874
2026-03-29 14:24:52.154000000,-114.752874,-32.521611,-16.623149
2026-03-29 14:24:52.253000000,-114.878331,-32.522076,-17.034806
2026-03-29 14:24:52.351000000,-115.111104,-32.555718,-17.224074
2026-03-29 14:24:52.449000000,-115.076298,-32.506878,-17.055831
2026-03-29 14:24:52.548000000,-115.208066,-32.472844,-16.9139
2026-03-29 14:24:52.646000000,-115.649009,-32.489912,-17.104226
2026-03-29 14:24:52.745000000,-115.500384,-32.497634,-17.265897
2026-03-29 14:24:52.843000000,-115.77101,-32.471846,-17.207168
2026-03-29 14:24:52.942000000,-115.973088,-32.473984,-17.157876
2026-03-29 14:24:53.040000000,-116.223073,-32.492193,-17.321481
2026-03-29 14:24:53.138000000,-116.401477,-32.480982,-17.329341
2026-03-29 14:24:53.237000000,-116.569978,-32.472601,-17.2764
2026-03-29 14:24:53.335000000,-116.567902,-32.47717,-17.316565
2026-03-29 14:24:53.434000000,-118.203554,-32.486179,-17.378815
2026-03-29 14:24:53.532000000,-117.6527,-32.471795,-17.311222
2026-03-29 14:24:53.630000000,-118.808245,-32.471126,-17.34638
2026-03-29 14:24:53.729000000,-119.066931,-32.430793,-16.942913
2026-03-29 14:24:53.827000000,-118.97236,-32.456974,-17.033346
2026-03-29 14:24:53.926000000,-118.733618,-32.495537,-17.403933
2026-03-29 14:24:54.024000000,-118.758412,-32.499273,-17.326435
2026-03-29 14:24:54.123000000,-118.901531,-32.472512,-17.121486
2026-03-29 14:24:54.221000000,-118.663991,-32.516936,-17.465082
2026-03-29 14:24:54.319000000,-118.688703,-32.50933,-17.443371
2026-03-29 14:24:54.418000000,-118.771457,-32.498843,-17.297673
2026-03-29 14:24:54.516000000,-118.673389,-32.520863,-17.422885
2026-03-29 14:24:54.615000000,-118.579092,-32.538816,-17.561965
2026-03-29 14:24:54.713000000,-118.710696,-32.512394,-17.375407
2026-03-29 14:24:54.811000000,-118.669633,-32.517045,-17.450894
2026-03-29 14:24:54.910000000,-118.588231,-32.534752,-17.560066
2026-03-29 14:24:55.008000000,-118.667324,-32.516424,-17.459625
2026-03-29 14:24:55.107000000,-118.657407,-32.52047,-17.463349
2026-03-29 14:24:55.205000000,-118.605033,-32.5263,-17.561547
2026-03-29 14:24:55.304000000,-118.632463,-32.523411,-17.509154
2026-03-29 14:24:55.402000000,-118.670206,-32.51532,-17.458138
2026-03-29 14:24:55.500000000,-118.590293,-32.532184,-17.567977
2026-03-29 14:24:55.599000000,-118.624472,-32.525873,-17.516222
2026-03-29 14:24:55.697000000,-118.64126,-32.522356,-17.493095
2026-03-29 14:24:55.796000000,-118.646752,-32.512383,-17.529651
2026-03-29 14:24:55.894000000,-118.602232,-32.529975,-17.549876
2026-03-29 14:24:55.993000000,-118.683266,-32.508388,-17.461177
2026-03-29 14:24:56.091000000,-118.625032,-32.522007,-17.534289
2026-03-29 14:24:56.189000000,-118.648541,-32.514982,-17.512281
2026-03-29 14:24:56.288000000,-118.621166,-32.527693,-17.515153
2026-03-29 14:24:56.386000000,-118.650863,-32.517827,-17.492406
2026-03-29 14:24:56.485000000,-118.61256,-32.524405,-17.552642
2026-03-29 14:24:56.583000000,-118.668185,-32.512435,-17.477395
2026-03-29 14:24:56.681000000,-118.628105,-32.521157,-17.531052
2026-03-29 14:24:56.780000000,-118.642435,-32.518459,-17.509712
2026-03-29 14:24:56.878000000,-118.628802,-32.52213,-17.524464
2026-03-29 14:24:56.977000000,-118.656765,-32.515597,-17.489254
2026-03-29 14:24:57.075000000,-118.605921,-32.52838,-17.548872
2026-03-29 14:24:57.174000000,-118.647722,-32.51741,-17.502141
2026-03-29 14:24:57.272000000,-118.61301,-32.527628,-17.535348
2026-03-29 14:24:57.370000000,-118.626083,-32.52297,-17.526887
2026-03-29 14:24:57.469000000,-118.602533,-32.53186,-17.539666
2026-03-29 14:24:57.567000000,-118.623351,-32.527215,-17.51219
2026-03-29 14:24:57.666000000,-118.606221,-32.531149,-17.534204
2026-03-29 14:24:57.764000000,-118.632558,-32.524097,-17.505471
2026-03-29 14:24:57.863000000,-118.610879,-32.530084,-17.528207
2026-03-29 14:24:57.961000000,-118.616426,-32.527499,-17.52765
2026-03-29 14:24:58.059000000,-118.611358,-32.528417,-17.535437
2026-03-29 14:24:58.158000000,-118.628556,-32.524654,-17.512397
2026-03-29 14:24:58.256000000,-118.605197,-32.532652,-17.529156
2026-03-29 14:24:58.355000000,-118.627067,-32.523694,-17.520846
2026-03-29 14:24:58.453000000,-118.634894,-32.521481,-17.512866
2026-03-29 14:24:58.551000000,-118.624034,-32.525047,-17.521448
2026-03-29 14:24:58.650000000,-118.621958,-32.525245,-17.52554
2026-03-29 14:24:58.748000000,-118.616152,-32.529589,-17.517851
2026-03-29 14:24:58.847000000,-118.615784,-32.530565,-17.5138
2026-03-29 14:24:58.945000000,-118.612983,-32.528882,-17.529112
2026-03-29 14:24:59.044000000,-118.626534,-32.52631,-17.509048
2026-03-29 14:24:59.142000000,-118.627736,-32.523513,-17.520139
2026-03-29 14:24:59.240000000,-118.631971,-32.521416,-17.520321
2026-03-29 14:24:59.339000000,-118.627327,-32.523547,-17.520924
2026-03-29 14:24:59.437000000,-118.638091,-32.520778,-17.508655
2026-03-29 14:24:59.536000000,-118.616753,-32.526221,-17.533324
2026-03-29 14:24:59.634000000,-118.627559,-32.523305,-17.521621
2026-03-29 14:24:59.732000000,-118.614745,-32.527014,-17.534241
2026-03-29 14:24:59.831005127,-118.611685,-32.532567,-17.513764
2026-03-29 14:24:59.929000000,-118.607601,-32.531488,-17.529165
2026-03-29 14:25:00.028000000,-118.616139,-32.531228,-17.509654
2026-03-29 14:25:00.126000000,-118.600771,-32.534455,-17.530889
2026-03-29 14:25:00.225000000,-118.616958,-32.52963,-17.515696
2026-03-29 14:25:00.323000000,-118.60521,-32.53341,-17.525289
2026-03-29 14:25:00.421000000,-118.608748,-32.53521,-17.507669
2026-03-29 14:25:00.520000000,-118.587575,-32.5412,-17.529149
2026-03-29 14:25:00.618000000,-118.617641,-32.529725,-17.513556
2026-03-29 14:25:00.717000000,-118.60812,-32.533017,-17.520209
2026-03-29 14:25:00.815000000,-118.631507,-32.521693,-17.52011
2026-03-29 14:25:00.914000000,-118.607874,-32.529575,-17.538094
2026-03-29 14:25:01.012000000,-118.616193,-32.527021,-17.530666
2026-03-29 14:25:01.110000000,-118.607847,-32.529234,-17.539854
2026-03-29 14:25:01.209000000,-118.6201,-32.525897,-17.526757
2026-03-29 14:25:01.307000000,-118.610128,-32.529271,-17.534144
2026-03-29 14:25:01.406000000,-118.620128,-32.528298,-17.514634
2026-03-29 14:25:01.504000000,-118.610483,-32.529971,-17.529727
2026-03-29 14:25:01.602000000,-118.632053,-32.523052,-17.511936
2026-03-29 14:25:01.701000000,-118.620934,-32.525443,-17.527017
2026-03-29 14:25:01.799000000,-118.615879,-32.531146,-17.510708
2026-03-29 14:25:01.898000000,-118.600429,-32.5345,-17.531526
2026-03-29 14:25:01.996000000,-118.612286,-32.530415,-17.523089
2026-03-29 14:25:02.095000000,-118.612013,-32.528059,-17.53563
2026-03-29 14:25:02.193000000,-118.605238,-32.532891,-17.527869
2026-03-29 14:25:02.291000000,-118.603954,-32.533301,-17.528927
2026-03-29 14:25:02.390000000,-118.602314,-32.535562,-17.521534
2026-03-29 14:25:02.488000000,-118.595703,-32.536125,-17.534846
2026-03-29 14:25:02.587000000,-118.591209,-32.539865,-17.527059
2026-03-29 14:25:02.685000000,-118.575212,-32.546312,-17.533635
2026-03-29 14:25:02.783000000,-118.595498,-32.539544,-17.518137
2026-03-29 14:25:02.882000000,-118.608858,-32.533393,-17.516512
2026-03-29 14:25:02.980000000,-118.613202,-32.532085,-17.512497
2026-03-29 14:25:03.079000000,-118.625373,-32.525511,-17.515837
2026-03-29 14:25:03.177000000,-118.637517,-32.519463,-17.516608
2026-03-29 14:25:03.276000000,-118.627613,-32.523185,-17.522048
2026-03-29 14:25:03.374000000,-118.629198,-32.522113,-17.523607
2026-03-29 14:25:03.472000000,-118.633009,-32.520023,-17.524792
2026-03-29 14:25:03.571000000,-118.629403,-32.519897,-17.534224
2026-03-29 14:25:03.669000000,-118.618092,-32.526252,-17.529853
2026-03-29 14:25:03.768000000,-118.614021,-32.529404,-17.523945
2026-03-29 14:25:03.866000000,-118.616467,-32.52938,-17.518117
2026-03-29 14:25:03.965000000,-118.606454,-32.533407,-17.522295
2026-03-29 14:25:04.063000000,-118.604705,-32.535254,-17.517265
2026-03-29 14:25:04.161000000,-118.597274,-32.537703,-17.523072
2026-03-29 14:25:04.260000000,-118.595074,-32.540025,-17.516768
2026-03-29 14:25:04.358000000,-118.583777,-32.544513,-17.521751
2026-03-29 14:25:04.457000000,-118.591454,-32.542877,-17.511225
2026-03-29 14:25:04.555000000,-118.587862,-32.542853,-17.520123
2026-03-29 14:25:04.653000000,-118.603612,-32.535722,-17.51761
2026-03-29 14:25:04.752000000,-118.609117,-32.531511,-17.525325
2026-03-29 14:25:04.850000000,-118.630195,-32.522967,-17.516888
2026-03-29 14:25:04.949000000,-118.615866,-32.530279,-17.515064
2026-03-29 14:25:05.047000000,-118.613953,-32.530699,-17.51761
2026-03-29 14:25:05.146000000,-118.622955,-32.523722,-17.530727
2026-03-29 14:25:05.244000000,-118.616139,-32.527755,-17.52708
2026-03-29 14:25:05.342000000,-118.616917,-32.525634,-17.535875
2026-03-29 14:25:05.441000000,-118.620291,-32.526341,-17.524063
2026-03-29 14:25:05.539000000,-118.617027,-32.528144,-17.522975
2026-03-29 14:25:05.638000000,-118.619868,-32.525921,-17.527201
2026-03-29 14:25:05.736000000,-118.606563,-32.532819,-17.524983
2026-03-29 14:25:05.834000000,-118.613188,-32.530302,-17.521477
2026-03-29 14:25:05.933000000,-118.608858,-32.531843,-17.524266
2026-03-29 14:25:06.031000000,-118.605251,-32.534629,-17.519089
2026-03-29 14:25:06.130000000,-118.608011,-32.532215,-17.52452
2026-03-29 14:25:06.228000000,-118.61271,-32.531218,-17.518016
2026-03-29 14:25:06.327000000,-118.600498,-32.535166,-17.527999
2026-03-29 14:25:06.424994873,-118.59685,-32.538608,-17.519529
2026-03-29 14:25:06.523000000,-118.592575,-32.538413,-17.530995
2026-03-29 14:25:06.622000000,-118.582548,-32.544045,-17.5271
2026-03-29 14:25:06.720000000,-118.585498,-32.540575,-17.537399
2026-03-29 14:25:06.819000000,-118.601481,-32.533472,-17.534093
2026-03-29 14:25:06.917000000,-118.602369,-32.532345,-17.537646
2026-03-29 14:25:07.016000000,-118.600716,-32.533936,-17.53363
2026-03-29 14:25:07.114000000,-118.585485,-32.539281,-17.543952
2026-03-29 14:25:07.212000000,-118.581851,-32.542576,-17.536197
2026-03-29 14:25:07.311000000,-118.581865,-32.541224,-17.542986
2026-03-29 14:25:07.409000000,-118.595621,-32.535654,-17.537465
2026-03-29 14:25:07.508000000,-118.587356,-32.538379,-17.543913
2026-03-29 14:25:07.606000000,-118.586578,-32.539452,-17.540426
